Film_title,Release_year,Director,Cast,Average_rating,Owner_rating,Genres,Runtime,Countries,Original_language,Spoken_languages,Description,Studios,Watches,List_appearances,Likes,Fans,½,★,★½,★★,★★½,★★★,★★★½,★★★★,★★★★½,★★★★★,Total_ratings,Film_URL
Destroy All Monsters,nan,Ishirō Honda,"['Akira Kubo', 'Jun Tazaki', 'Yukiko Kobayashi', 'Yoshio Tsuchiya', 'Chōtarō Tōgin', 'Yoshifumi Tajima', 'Kenji Sahara', 'Heihachirō Ōkawa', 'Kyôko Ai', 'Andrew Hughes', 'Ikio Sawamura', 'Yoshio Katsube', 'Hisaya Ito', 'Yutaka Sada', 'Hiroshi Okada', 'Hideo Shibuya', 'Nadao Kirino', 'Yutaka Oka', 'Kamayuki Tsubono', 'Seishirō Kuno', ""Ken'ichirō Maruyama"", 'Kenzo Echigo', 'Wataru Ōmae', 'Naoya Kusakawa', 'Kazuo Suzuki', 'Tōru Ibuki', 'Susumu Kurobe', 'Minoru Itō', 'Rinsaku Ogata', 'Haruya Sakamoto', 'Yukihiko Gondō', 'Rei Maki', 'Masaaki Tachibana', 'Saburô Iketani', 'Atsuko Takahashi', 'Yoshio Miyata', 'Ari Segawa', 'Kyoko Mori', 'Midori Uchiyama', 'Wakako Tanabe', 'Michiko Ishii', 'Haruo Nakajima', 'Hiroshi Sekita', 'Teruo Nigaki', 'Susumu Utsumi', 'Masao Fukazawa']",3.28,nan,"['Science Fiction', 'Action']",89,['Japan'],Japanese,"['Japanese', 'French']","At the turn of the century, all of the Earth's monsters have been rounded up and kept safely on Monsterland. Chaos erupts when a race of she-aliens known as the Kilaaks unleash the monsters across the world.","['TOHO', 'Tokyo Laboratory']",33369,22253,9446,63,62,249,364,1348,2245,6944,5487,4690,835,1146,23370,https://letterboxd.com/film/destroy-all-monsters/
All the King's Men,nan,Robert Rossen,"['John Ireland', 'Broderick Crawford', 'Joanne Dru', 'John Derek', 'Mercedes McCambridge', 'Shepperd Strudwick', 'Ralph Dumke', 'Anne Seymour', 'Katherine Warren', 'Raymond Greenleaf', 'Walter Burke', 'Will Wright', 'Grandon Rhodes', 'Marshall Bradford', 'Chet Brandenburg', 'Wheaton Chambers', 'Stephen Chase', 'Tom Coleman', 'James Conaty', 'Roy Darmour', 'Earle S. Dewey', 'King Donovan', 'Robert Filmer', 'Paul Ford', 'Dick Gordon', 'William E. Green', 'Charles Haefeli', 'Frank Hagney', 'Richard Hale', 'Bert Hanlon', 'Judd Holdren', 'Robert Karnes', 'Kenner G. Kemp', 'Donald Kerr', 'Nolan Leary', 'Wilbur Mack', 'Louis Mason', 'Paul Maxey', 'Frank McLure', 'Walter Merrill', 'Harold Miller', ""John 'Skins' Miller"", ""Pat O'Malley"", 'Jeffrey Sayre', 'Charles Sherlock', 'Ray Spiker', 'Helene Stanley', 'Larry Steers', 'Houseley Stevenson', 'Charles Sullivan', 'William Tannen', 'Phil Tully', 'Glen Walters', 'Frank Wilcox', 'Harry Wilson', 'Bill Wolfe', 'Al Wyatt Sr.', 'Sam Harris', 'Charles Ferguson', 'Richard Bartell', 'Mary Bear', 'William Bruce', 'Edwin Chandler', 'William Cottrell', 'Jack Deery', 'George Farmer', 'Tom Ferrandini', 'Ted French', 'Slim Gaut', 'John Giles', 'Avery Graves', 'Jimmie Horan', 'James Linn', 'H.C. Miller', 'Truett Myers', ""Frank O'Connor"", 'Sammy Shack', 'Irving Smith', 'George Taylor', 'Al Thompson', 'Glen Thompson', 'A.C. Tillman', 'Reba Waterson']",3.62,nan,['Drama'],109,['USA'],English,['English'],"A man of humble beginnings and honest intentions rises to power by nefarious means. Along for the wild ride are an earnest reporter, a heretofore classy society girl, and a too-clever-for-her-own-good political flack.",['Columbia Pictures'],14908,19205,2504,3,15,51,68,387,643,2256,2834,2910,742,493,10399,https://letterboxd.com/film/all-the-kings-men/
Body and Soul,nan,Robert Rossen,"['John Garfield', 'Lilli Palmer', 'Hazel Brooks', 'Anne Revere', 'William Conrad', 'Joseph Pevney', 'Lloyd Gough', 'Canada Lee', 'Larry Anzalone', 'Al Bain', 'Steve Benton', 'Eddie Borden', 'Paul Bradley', 'James Burke', 'George M. Carleton', 'James Carlisle', 'Wheaton Chambers', 'Mary Currier', 'Sayre Dearing', 'Joe Devlin', 'Artie Dorell', 'Al Eben', 'Caferino Garcia', 'Herschel Graham', 'Joe Gray', 'Virginia Gregg', 'Stuart Hall', 'John Indrisano', 'Sheldon Jett', 'Milton Kibbee', 'Mike Lally', 'Glen Lee', 'Theodore Lorch', 'Wilbur Mack', 'George Magrill', 'Pat McKee', 'Sid Melton', 'Harold Miller', 'Forbes Murray', ""William H. O'Brien"", 'Charles Perry', 'Paul Power', 'Mike Ragan', 'Bob Reeves', 'Frank Riggi', 'Cyril Ring', 'Shimen Ruskin', 'Tim Ryan', 'Art Smith', 'Larry Steers', 'Bert Stevens', 'Dan Tobey', 'Sid Troy', 'George Tyne', 'Sailor Vincent', 'Peter Virgo', 'John Wald', 'Ulysses Williams']",3.76,nan,['Drama'],104,['USA'],English,['English'],"Charley Davis, against the wishes of his mother, becomes a boxer. As he becomes more successful the fighter becomes surrounded by shady characters, including an unethical promoter named Roberts, who tempt the man with a number of vices. Charley finds himself faced with increasingly difficult choices.","['Enterprise Productions', 'United Artists']",5152,6745,1173,5,7,16,18,65,125,508,888,1210,367,227,3431,https://letterboxd.com/film/body-and-soul/
Lilith,nan,Robert Rossen,"['Warren Beatty', 'Jean Seberg', 'Peter Fonda', 'Kim Hunter', 'Anne Meacham', 'Jessica Walter', 'Gene Hackman', 'James Patterson', 'Robert Reilly', 'René Auberjonois', 'Jeanne Barr', 'Maurice Brenner', 'Ben Carruthers', 'Olympia Dukakis', 'Edith Fellows', 'Alice Spivak', 'Tina Pine']",3.47,nan,"['Drama', 'Thriller', 'Romance']",114,['USA'],English,['English'],"Vincent Bruce, a war veteran, begins working as an occupational therapist at Poplar Lodge, a private psychiatric facility for wealthy people where he meets Lilith Arthur, a charming young woman suffering from schizophrenia, whose fragile beauty captivates all who meet her.","['Columbia Pictures', 'Centaur Enterprises']",4620,4259,955,6,6,33,42,166,256,855,709,630,186,151,3034,https://letterboxd.com/film/lilith/
Johnny O'Clock,nan,Robert Rossen,"['Dick Powell', 'Evelyn Keyes', 'Lee J. Cobb', 'Ellen Drew', 'Nina Foch', 'Thomas Gomez', 'John Kellogg', 'Jim Bannon', 'Mabel Paige', 'Phil Brown', 'Fred Aldrich', 'George Alesko', 'John P. Barrett', 'Fred Beecher', 'Brooks Benedict', 'John Berkes', 'Jeff Chandler', 'Gene Delmont', 'Johnny Duncan', 'Matty Fain', 'Virginia Farmer', 'Victoria Faust', 'Adolph Faylauer', 'Jerry Frank', 'Ralph Freedman', 'Raoul Freeman', 'Dick Gordon', 'Jesse Graves', 'Kit Guard', 'Robert Haines', 'Joe Helper', 'Al Hill', 'Kenner G. Kemp', 'Pat Lane', 'George Lloyd', 'Cy Malis', 'Edward Margolis', 'Charles Marsh', 'Allen Mathews', ""Thomas H. O'Neil"", 'Bob Perry', 'Charles Perry', 'Robin Raymond', 'Shimen Ruskin', 'Carl Saxe', 'Jeffrey Sayre', 'Cy Schindell', 'Sammy Shack', 'Jack C. Smith', 'Charles St. George', 'Bert Stevens', 'Bill Stubbs', 'Brick Sullivan', 'Ralph Volkie', 'Charles Wexler', 'George Zouzaniles', 'Charles Mueller', 'Kenneth MacDonald']",3.31,nan,"['Crime', 'Drama']",95,['USA'],English,['English'],"When an employee at an illegal gambling den dies suspiciously, her sister, Nancy, looks into the situation and falls for Johnny O'Clock, a suave partner in the underground casino. Selfish and non-committal by nature, Johnny slowly begins to return Nancy's affection and decides to run away with her, but conflict within his business threatens their plans. As Johnny tries to distance himself from the casino, his shady past comes back to haunt him.","['J.E.M. Productions', 'Columbia Pictures']",2851,2485,594,1,2,10,19,83,210,675,613,350,54,20,2036,https://letterboxd.com/film/johnny-oclock/
The Big Sleep,nan,Howard Hawks,"['Humphrey Bogart', 'Lauren Bacall', 'John Ridgely', 'Martha Vickers', 'Louis Jean Heydt', 'Charles Waldron', 'Regis Toomey', 'Sonia Darrin', 'Elisha Cook Jr.', 'Bob Steele', 'Dorothy Malone', 'Peggy Knudsen', 'Charles D. Brown', 'Trevor Bardette', 'Joy Barlow', 'Max Barwyn', 'Deannie Best', 'Tanis Chandler', 'Jack Chefe', 'James Conaty', 'Joseph Crehan', 'Jack Deery', 'Carole Douglas', 'Jay Eaton', 'Tom Fadden', 'Bess Flowers', 'Kenneth Gibson', 'Joe Gilbert', 'Stuart Hall', 'Shep Houghton', 'Kenner G. Kemp', 'Pete Kooy', 'Lorraine Miller', 'Forbes Murray', ""William H. O'Brien"", 'Shelby Payne', 'Jack Perry', 'Tommy Rafferty', 'Waclaw Rekwart', 'Edward Rickard', 'Jeffrey Sayre', 'Emmett Vogan', 'Theodore von Eltz', 'Wally Walker', 'Dan Wallace', 'Paul Weber', 'Ben Welden', 'Suzanne Ridgway']",3.97,nan,"['Thriller', 'Crime', 'Mystery']",114,['USA'],English,['English'],"Private Investigator Philip Marlowe is hired by wealthy General Sternwood regarding a matter involving his youngest daughter Carmen. Before the complex case is over, Marlowe sees murder, blackmail, deception, and what might be love.",['Warner Bros. Pictures'],114292,50583,29491,510,79,229,277,1323,2041,8485,12680,25510,10125,10507,71256,https://letterboxd.com/film/the-big-sleep/
Gentlemen Prefer Blondes,nan,Howard Hawks,"['Jane Russell', 'Marilyn Monroe', 'Charles Coburn', 'Elliott Reid', 'Tommy Noonan', 'George Winslow', 'Marcel Dalio', 'Taylor Holmes', 'Norma Varden', 'Howard Wendell', 'Steven Geray', 'David Ahdar', 'Alex Akimoff', 'Aladdin', 'John Alban', 'Gordon Armitage', 'Virginia Bates', 'Mary Ellen Batten', 'Harry Baum', 'Mary Bayless', 'Kip Behar', 'Eumenio Blanco', 'Herman Boden', 'Jack Boyle', 'Paul Bradley', 'Tex Brodus', 'William Cabanne', 'Peter Camlin', 'Harry Carey, Jr.', 'Steve Carruthers', 'Albert Cavens', 'George Chakiris', 'Spencer Chan', 'Jack Chefe', 'Beulah Christian', 'John Close', 'Robert Cole', 'Joan Collenette', 'Paul Cristo', 'Roy Damron', 'Drusilla Davis', 'George Davis', 'Jean De Briac', 'Josette Deegan', 'Jean Del Val', 'Bobby Diamond', 'Deena Dikkers', 'Jack Dodds', 'Dan Dowling', 'Harry Evans', 'Joe Evans', 'Adolph Faylauer', 'Bess Flowers', 'George Ford', 'Robert Foulk', 'Alex Frazer', 'Raoul Freeman', 'Joel Friend', 'Robert Fuller', 'Ed Fury', 'Kay Garrett', 'Kenneth Gibson', 'Joe Gilbert', 'June Glory', 'James Gonzalez', 'Herschel Graham', 'Bennett Green', 'Stanley Hall', 'Sam Harris', 'John Hedloe', 'Bill Hickman', 'Chuck Hicks', 'George Hoagland', 'Stuart Holmes', 'Casse Jaeger', 'Dorothy Kellogg', 'Colin Kenny', 'Larry Kert', 'Tommy Ladd', 'Richard LaMarr', 'Judy Landon', 'Joan Larkin', 'Henri Letondal', 'Carl M. Leviness', 'Shirley Lopez', 'Robert Locke Lorraine', 'Herb Lurie', 'Warren Mace', 'John Marlin', 'Alphonse Martell', 'Matt Mattox', 'Bert May', 'Frank McLure', 'Russell Meeker', 'Buzz Miller', 'Harold Miller', 'King Mojave', 'Ray Montgomery', 'Alvy Moore', 'Roger Moore', 'Donald Moray', 'Leo Mostovoy', 'Fred Moultrie', 'James Moultrie', 'Noel Neill', 'Julie Newmar', 'Robert Nichols', 'Ron Nyman', ""William H. O'Brien"", ""Monty O'Grady"", 'Gayle Pace', 'Alfred Patix', 'Stephen Papich', 'John Pedrini', 'Ralph Peters', 'Hamil Petroff', 'Foster H. Phinney', 'Joe Ploski', 'José Portugal', 'Frank Radcliffe', 'Fred Rapport', 'Ellen Ray', 'Steve Reeves', 'Barry Regan', 'Jack Regas', 'Suzanne Ridgway', 'James H. Russell', 'Loretta Russell', 'Paul Russell', 'Rolfe Sedan', 'Bernard Sell', 'Harry Seymour', 'Peggy Smith', 'Buddy Spencer', 'Ray Spiker', 'Norman Stevens', 'Roberta Stevenson', 'Robert Street', 'F. Philip Sylvestre', 'Charles Tannen', 'Lee Theodore', 'Arthur Tovey', 'Blaine Turner', 'Tyra Vaughn', 'Ray Weamer', 'John Weidemann', 'Dick Wessel', 'Leo Wheeler', 'Marc Wilder', 'Max Willenz', 'James Young']",3.84,nan,"['Romance', 'Comedy']",91,['USA'],English,"['English', 'French']","Lorelei Lee is a beautiful showgirl engaged to be married to the wealthy Gus Esmond, much to the disapproval of Gus' rich father, Esmond Sr., who thinks that Lorelei is just after his money. When Lorelei goes on a cruise accompanied only by her best friend, Dorothy Shaw, Esmond Sr. hires Ernie Malone, a private detective, to follow her and report any questionable behavior that would disqualify her from the marriage.",['20th Century Fox'],183807,54548,56700,1600,114,333,384,2092,3387,16915,23189,40234,11772,18898,117318,https://letterboxd.com/film/gentlemen-prefer-blondes/
Red River,nan,Howard Hawks,"['John Wayne', 'Montgomery Clift', 'Joanne Dru', 'Walter Brennan', 'Coleen Gray', 'Harry Carey', 'John Ireland', 'Noah Beery Jr.', 'Harry Carey, Jr.', 'Chief Yowlachie', 'Paul Fix', 'Hank Worden', 'Mickey Kuhn', 'Ray Hyke', 'Hal Taliaferro', 'Shelley Winters', 'Lane Chandler', 'Davison Clark', 'Harry Cording', 'Richard Farnsworth', 'Paul Fierro', 'George Lloyd', 'Pierce Lyden', 'Frank Meredith', 'John Merton', 'Jack Montgomery', 'Ivan Parry', 'Lee Phelps', 'John Rice', 'William Self', 'Carl Sepulveda', 'Ray Spiker', 'Glenn Strange', 'Tom Tyler', 'Dan White', 'Guy Wilkerson']",4.0,nan,['Western'],133,['USA'],English,['English'],"Following the Civil War, headstrong rancher Thomas Dunson decides to lead a perilous cattle drive from Texas to Missouri. During the exhausting journey, his persistence becomes tyrannical in the eyes of Matthew Garth, his adopted son and protégé.","['United Artists', 'Monterey Productions', 'Charles K. Feldman Group']",45588,33434,12408,117,51,115,120,516,817,3387,5261,10466,5089,4544,30366,https://letterboxd.com/film/red-river/
Only Angels Have Wings,nan,Howard Hawks,"['Cary Grant', 'Jean Arthur', 'Thomas Mitchell', 'Richard Barthelmess', 'Rita Hayworth', 'Allyn Joslyn', 'Sig Ruman', 'Victor Kilian', 'John Carroll', ""Don 'Red' Barry"", 'Noah Beery Jr.', 'Pat Flaherty', 'Stanley Brown', 'Cecilia Callejo', 'Candy Candido', 'Vernon Dent', 'Forbes Murray', 'Robert Sterling', 'Rafael Alcayde', 'Enrique Acosta', 'Dick Botiller', 'Curley Dresden', 'James Millican', 'Pedro Regas', 'Manuel Álvarez Maciste', 'Milisa Sierra', 'Lucio Villegas', 'Pat West', 'Wilson Benge', 'Lew Davis', 'Eddie Foster', 'Ed Randolph', 'Al Rhein', 'Ky Robinson', 'Harry A. Bailey', 'Raúl Lechuga', 'Tessie Murray', 'Aurora Navarro', 'Elena Durán', 'Budd Fine', 'Tex Higginson', 'Charles R. Moore', 'Inez Palange', 'Sammee Tong', 'Francisco Marán', 'Jack Low', 'Victor Travis']",4.09,nan,"['Drama', 'Romance', 'Adventure']",121,['USA'],English,"['English', 'Spanish']",A traveling performer arrives at a remote South American port town where the head of an air freight service must risk his pilots' lives to earn a major contract.,['Columbia Pictures'],34857,28462,10463,307,17,78,87,411,664,2448,3668,6747,4017,5135,23272,https://letterboxd.com/film/only-angels-have-wings/
To Have and Have Not,nan,Howard Hawks,"['Humphrey Bogart', 'Walter Brennan', 'Lauren Bacall', 'Dolores Moran', 'Hoagy Carmichael', 'Sheldon Leonard', 'Walter Szurovy', 'Marcel Dalio', 'Walter Sande', 'Dan Seymour', 'Aldo Nadi', 'Eugene Borden', 'Lance Fuller', 'Maurice Marsac', 'Ron Randell', 'Jack Chefe', ""Adrienne D'Ambricourt"", 'Jean De Briac', 'Marcel De La Brosse', 'Elzie Emanuel', 'Harold Garrison', 'Fred Farrell', 'Suzette Harbin', 'Sir Lancelot', 'Paul Marion', 'Louis Mercier', 'George Suzanne', 'Crane Whitley', 'Chef Milani', 'Pedro Regas', 'Patricia Shay', 'Emmett Smith', 'George Sorel', 'Marguerita Sylva', 'Pat West']",3.9,nan,"['Adventure', 'Romance', 'War']",100,['USA'],English,"['English', 'French']",A Martinique charter boat skipper gets mixed up with the underground French resistance operatives during WWII.,['Warner Bros. Pictures'],51782,26175,14183,237,21,91,95,496,871,4403,7222,12061,4030,3907,33197,https://letterboxd.com/film/to-have-and-have-not/
Ball of Fire,nan,Howard Hawks,"['Gary Cooper', 'Barbara Stanwyck', 'Oskar Homolka', 'Henry Travers', 'S.Z. Sakall', 'Tully Marshall', 'Leonid Kinskey', 'Richard Haydn', 'Aubrey Mather', 'Allen Jenkins', 'Dana Andrews', 'Dan Duryea', 'Ralph Peters', 'Kathleen Howard', 'Charles Lane', 'Charles Arnt', 'Elisha Cook Jr.', 'Mary Field', 'Alan Rhein', 'Eddie Foster', 'Aldrich Bowker', 'Addison Richards', 'Kenneth Howell', 'Tim Ryan', 'Gene Krupa', 'Pat West', 'Tommy Ryan', 'Will Lee', 'George Barton', 'Doria Caron', 'Ken Christy', 'Eddy Chandler', 'Edward Clark', 'Pat Flaherty', 'Otto Hoffman', 'Ethelreda Leopold', 'Lorraine Miller', 'Ruth Clifford', 'Yvonne Duval', 'Joyce Matthews', 'Patsy Moran', 'Mildred Morris', 'Edward Mundy', 'Gerald Pierce', 'Lynne Roberts', 'Francis Sayles', 'Helen Seamon', 'George Sherwood', 'Walter Shumway', 'Bert Stevens', 'Russell Wade', 'Chalky Williams', 'Martha Tilton', 'John Alban', 'Tex Brodus', 'Chet De Vito', 'Roy Eldridge', 'Geraldine Fissette', 'Laura Gile', 'George Golden', 'Catherine Henderson', 'June Horne', 'Merrillee Lannon', 'Jean MacMurray', 'Hal McIntyre', 'Mike Morelli', ""William H. O'Brien"", 'Jack Perry']",3.95,nan,"['Romance', 'Comedy', 'Crime']",111,['USA'],English,['English'],"A group of academics have spent years shut up in a house working on the definitive encyclopedia. When one of them discovers that his entry on slang is hopelessly outdated, he ventures into the wide world to learn about the evolving language. Here he meets Sugarpuss O’Shea, a nightclub singer, who’s on top of all the slang—and, it just so happens, needs a place to stay.","['Samuel Goldwyn Productions', 'RKO Radio Pictures']",29056,15947,10182,212,11,42,52,257,444,2173,3872,7206,3283,2779,20119,https://letterboxd.com/film/ball-of-fire/
Rio Lobo,nan,Howard Hawks,"['John Wayne', 'Jorge Rivero', ""Jennifer O'Neill"", 'Jack Elam', 'Christopher Mitchum', 'Victor French', 'Susana Dosamantes', 'Sherry Lansing', 'David Huddleston', 'Mike Henry', 'Bill Williams', 'Jim Davis', 'Dean Smith', 'Robert Donner', 'George Plimpton', 'Edward Faulkner', 'Peter Jason', 'Chuck Courtney', 'Robert Rothwell', ""Don 'Red' Barry"", 'Sondra Currie', 'Chuck Hayward', 'Conrad Hool', 'Lance Hool', 'John Hudkins', 'Michael Jeffers', 'Frank Kennedy', 'Richard LaMarr', 'John McKee', ""Boyd 'Red' Morgan"", ""William H. O'Brien"", 'Gregg Palmer', 'Jim Prejean', 'Rudy Robbins', 'Chuck Roberson', 'Danny Sands', 'Cap Somers', 'Bob Steele', 'Tommy Tedesco', 'Ethan Wayne', 'Hank Worden']",3.31,nan,['Western'],116,['USA'],English,"['English', 'Spanish']","After the Civil War, a former Union colonel searches for the two traitors whose perfidy led to the loss of a close friend.","['Cinema Center Films', 'Batjac Productions', 'Malabar', 'Estudios Churubusco Azteca S.A.']",9978,4694,1645,6,11,61,102,456,734,2162,1491,1012,190,220,6439,https://letterboxd.com/film/rio-lobo/
Man's Favorite Sport?,nan,Howard Hawks,"['Rock Hudson', 'Paula Prentiss', 'Maria Perschy', 'John McGiver', 'Charlene Holt', 'Roscoe Karns', 'James Westerfield', 'Norman Alden', 'Forrest Lewis', 'Regis Toomey', 'Tyler McVey', 'Kathie Browne', 'Tom Allen', 'Don Ames', 'Jim Bannon', 'Holger Bendixen', 'Joan Boston', 'Paul Bryar', 'Boyd Cabeen', 'Bill Cassady', 'Lincoln Demyan', 'Med Flory', 'George Ford', 'Rudy Germane', 'Betty Hanna', 'Ed Holmes', 'Shep Houghton', 'Elise Kraal', 'Paul Langton', ""Ollie O'Toole"", 'Jeffrey Sayre', 'Margaret Sheridan', 'Dianne Simpson', 'Cap Somers', 'Ed Stoddard', 'Joan Tewkesbury', 'Christopher White', 'Edmund Williams', 'Edy Williams']",3.6,nan,"['Comedy', 'Romance']",120,['USA'],English,['English'],"Roger Willoughby is a renowned fishing expert, who, unbeknownst to his friends, co-workers, or boss, has never cast a line in his life. One day, he crosses paths with Abigail Paige, a sweetly annoying girl who has just badgered his boss into signing Roger up for an annual fishing tournament.","['Universal Pictures', 'Gibraltar Productions', 'Laurel Productions']",7448,4129,1966,26,9,46,45,234,355,987,1176,1225,440,454,4971,https://letterboxd.com/film/mans-favorite-sport/
Sergeant York,nan,Howard Hawks,"['Gary Cooper', 'Walter Brennan', 'Joan Leslie', 'George Tobias', 'Stanley Ridges', 'Margaret Wycherly', 'Ward Bond', 'Noah Beery Jr.', 'June Lockhart', 'Dickie Moore', 'Clem Bevans', 'Howard Da Silva', 'Charles Trowbridge', 'Harvey Stephens', 'David Bruce', 'Carl Esmond', 'Joe Sawyer', 'Pat Flaherty', 'Robert Porterfield', 'Erville Alderson', 'Murray Alper', 'Frank Faylen', 'James Anderson', 'Arthur Aylesworth', 'Eugene Beday', 'James Bush', 'Victor Zimmerman', 'Sonny Bupp', 'Sammy McKim', 'Nat Carr', 'John Dilson', 'Eddie Graham', 'Al Lloyd', 'Frank Mayo', 'Jack Mower', 'Lucia Carroll', 'Rita La Roy', 'Kay Sutton', 'Lane Chandler', 'Jack Pennick', 'Elisha Cook Jr.', 'Clyde Cook', 'Will Stanton', 'Ray Cooke', 'Paul Phillips', 'Roger Creed', 'Jean Del Val', 'Donald Douglas', 'Charles Drake', 'Steve Pendleton', 'Roland Drew', 'William Forrest', 'Arno Frey', 'Rolf Lindau', 'Sigfrid Tor', 'William Yetter Sr.', 'Frederick Giermann', 'Jody Gilbert', 'Joseph W. Girard', 'Russell Hicks', 'Selmer Jackson', 'Kit Guard', 'Ted Mapes', 'William Haade', 'Creighton Hale', 'Henry Hall', 'Frank McGlynn Sr.', 'Charles Middleton', 'Herbert Heywood', 'Si Jenks', 'Robert Milasch', 'Eddy Waller', 'George Irving', 'Jane Isbell', 'Edward Keane', 'Victor Kilian', 'Joe King', 'Frank Marlowe', 'Tully Marshall', 'Patrick McVey', 'Wallace Scott', 'Frank Orth', 'William Phillips', 'Harry Strang', 'Pat West', 'Frank Wilcox', 'Walter Sande', 'Mickey Rentschler', 'Dick Simmons', 'Ray Teal', 'Gig Young', 'Edwin Stanley', 'Theodore von Eltz', ""Lee 'Lasses' White"", 'Guy Wilkerson', 'Tom Wilson', 'Douglas Wood']",3.56,nan,"['War', 'Drama']",134,['USA'],English,"['English', 'French', 'German']",Alvin York a hillbilly sharpshooter transforms himself from ruffian to religious pacifist. He is then called to serve his country and despite deep religious and moral objections to fighting becomes one of the most celebrated American heroes of WWI.,['Warner Bros. Pictures'],14600,14576,2626,22,26,73,105,431,605,2034,2150,2348,553,641,8966,https://letterboxd.com/film/sergeant-york/
